;;PROCESO GESTIÓN DEL TALENTO HUMANO;;;;;;;;;;;;;;"Código: FGN-AP01-F-182
 
 Versión: 01";;;;;;;;;
163;06/05 2025;3 - NOROCCIDENTAL;Antioquia;"1. Paredes y techos de la sede.
2. Archivo.";Fiscalía frontino ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"*Se evidencian grietas y humedades en las paredes y techos.
*Se evidencian orificios en la puerta de la oficina.";"*Se sugiere gestionar con el área de mantenimiento de sedes las reparaciones en el inmueble (humedades, grietas y orificios).
*Se sugiere realizar cambio de la puerta.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
164;06/05 2025;3 - NOROCCIDENTAL;Antioquia;Acceso a los baños.;Fiscalía frontino ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian desniveles sin demarcar.;Se sugiere demarcar desniveles.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
165;06/05 2025;3 - NOROCCIDENTAL;Antioquia;Archivo de la unidad seccional y unidad local.;Fiscalía frontino ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se  evidencia  almacenamiento  de  cajas por   encima   de   la   última   división   de estanterías.;Se sugiere utilizar estanterías y archivadores existentes para el almacenamiento de cajas y documentos.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
166;06/05 2025;3 - NOROCCIDENTAL;Antioquia;"1. Puestos de trabajo de las unidades local y seccional.
2. 2. Pasillo.";Fiscalía frontino ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"*Se evidencia cableado suelto en los puestos de trabajo.
*Se evidencia enchufe sin tapa de protección.";"*Se sugiere canalizar cableado.
*Se sugiere instalación de la tapa faltante.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
167;06/05 2025;3 - NOROCCIDENTAL;Antioquia;Baños y cuarto útil.;Fiscalía frontino ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian insumos de aseo, cajas de cartón,     cuadros     y     accesorios     de escritorios sin  ordenar  y obstruyendo el paso.";"*Se sugiere tramitar con el supervisor de contrato de aseo la sensibilización en orden y aseo a los colaboradores que prestan servicio en las sedes de FGN.
*Se sugiere una jornada de orden y
aseo para la recolección de insumos que no se encuentren en uso";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
168;06/05 2025;3 - NOROCCIDENTAL;Antioquia;"Archivo, baño, pasillo.";Fiscalía frontino ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencia plafones sin bombillas;Se sugiere instalar bombillas faltantes;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
169;07/05 2025;3 - NOROCCIDENTAL;Antioquia;"1.Paredes de la sede.
2.Puerta de acceso a la sede y ventana.";Fiscalía San Jerónimo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"1.Se evidencian humedades en las paredes y marcos de las puertas.
2.Se evidencia puerta de vidrio y ventana sin película de seguridad.";"1. Se sugiere gestionar con el área de mantenimiento de sedes las reparaciones en el inmueble  (humedades).
2.Se sugiere instalar película de seguridad a la puerta.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
170;07/05 2025;3 - NOROCCIDENTAL;Antioquia;"1. Puestos de trabajo.
2. Sala de recepción de usuarios";Fiscalía San Jerónimo ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"1. Se evidencia cableado suelto en los puestos de trabajo.
2. Se evidencia enchufe sin tapa de protección.";"1. Se sugiere canalizar cableado.
2. se sugiere instalar tapa faltante del enchufe";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
171;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina asistente fiscal.;Fiscalía San Jerónimo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian cajas de cartón, ventilador e insumos de aseo sin ordenar y obstruyendo el paso.";"Se sugiere una jornada de orden y aseo para la recolección de insumos que no se encuentren en uso, y tramitar con el supervisor de contrato de aseo la sensibilización en orden y aseo a los colaboradores que prestan servicio en las sedes de FGN.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
172;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Puesto de trabajo del fiscal local;Fiscalía San Jerónimo ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian luminarias fundidas;Se sugiere cambio de luminarias;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
173;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina Administrativa del Fiscal;Fiscalía Santa Fe de Antioquia UL-US-CTI;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se   evidencian paredes  con  defectos presuntamente   por  humedad  o filtraciones;Se  sugiere realizar  reparación  y mantenimiento  a las  paredes   con deterioro;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
174;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina Administrativa del Fiscal;Fiscalía Santa Fe de Antioquia UL-US-CTI;"FÍSICO 1 - DISCONFORT TÉRMICO POR FRIO O CALOR
 VENTILACIÓN";III;Se      evidencia      Aire      acondicionado instalado sin funcionamiento;Se  sugiere  realizar  el  mantenimiento e    instalación    completa    del    aire acondicionado;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
175;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficinas administrativas;Fiscalía Santa Fe de Antioquia UL-US-CTI;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel en piso de oficinas debido  a  la  instalación  de  plataforma para la circulación de la silla de trabajo;Se  sugiere instalar   cinta  de señalización  alrededor  del   área acrílica  de la   plataforma   para   la circulación de la silla de trabajo;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
176;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina de Asistentes;Fiscalía Santa Fe de Antioquia UL-US-CTI;CONDICIONES DE SEGURIDAD - MECÁNICO (ARMAS DE FUEGO - ELEMENTOS CORTOPUNZANTES - ELEMENTOS DE MÁQUINAS - HERRAMIENTAS - MATERIALES PROYECTADOS);III;Se    evidencia    silla    de    trabajo    con ausencia de apoya brazos;Se   sugiere   realizar   mantenimiento correctivo de la silla o realizar cambio de la misma;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
177;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficinas Administrativas y CTI;Fiscalía Santa Fe de Antioquia UL-US-CTI;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se  evidencia  ausencia  de  archivadores para el almacenamiento de documentos y carpetas;Se sugiere dotar de archivadores para el  almacenamiento  correcto  de  los documentos;Bienes ;;;;;;;;;;;;;;;
178;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficinas Administrativas;Fiscalía Santa Fe de Antioquia UL-US-CTI;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se   evidencia   cableado    expuesto   sin canalizar     en     todos     los     escritorios administrativos;Se   sugiere   canalizar   o   agrupar   el cableado expuesto;Tics ;;;;;;;;;;;;;;;
179;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina Administrativa Fiscal;Fiscalía Santa Fe de Antioquia UL-US-CTI;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencian algunas luminarias en mal estado o con baja luz;Se     sugiere     realizar     limpieza     y mantenimiento a las luminarias;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
180;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Oficina de Asistentes administrativos;Fiscalía Santa Fe de Antioquia UL-US-CTI;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencia oficina con deficiencia de iluminación;Se  sugiere  realizar  la  instalación  de una    luminaria   adicional    para    dar cubrimiento a toda la oficina;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
181;07/05 2025;3 - NOROCCIDENTAL;Antioquia;Sede FGN Santa Fe;Fiscalía Santa Fe de Antioquia UL-US-CTI;BIOLÓGICO - MORDEDURAS Y PICADURAS;III;Se  evidencia  proliferación  de  zancudos en las diferentes áreas administrativas;Se   sugiere   realizar  una   jornada  de fumigación junto con una jornada de limpieza;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
182;5/13/2025;3 - NOROCCIDENTAL;Antioquia;"Muros interno y externos del baño mujeres
(servidoras)";Fiscalía Dabeiba ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se identifican Grietas en Muro;"Se recomienda realizar resane y control a la
condición identificada.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
183;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Toda la sede;Fiscalía Buritica ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia humedad y hongos en toda la sede, incluyendo baño, cocineta, oficinas y áreas comunes (Paredes, techo, piso, inodoro, lavamanos).";"Se recomienda realizar mantenimiento y revisión de la humedad y hongos en los pisos, paredes y techos de la sede, ya que es fundamental identificar y corregir la causa que lo genera.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
184;5/14/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina de la secretaria, fiscal local, patio y baño.";Fiscalía Buritica ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;"Se evidencia luminaria de lámpara tubular en la oficina de la secretaria, fiscal local y patio en mal estado, como también bombillo del baño en mal estado.";Se recomienda realizar mantenimiento y cambio de la luminaria de la lámpara tubular y bombillo que se encuentra en mal estado.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
185;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Oficina del fiscal local;Fiscalía Buritica ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento de cajas por encima de la última división de las estanterías, superando los dos metros de altura.";"Se sugiere almacenar la documentación en lugares que no superen los dos metros de altura, como también utilizar archivadores y estanterías disponibles para almacenar las cajas.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
186;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Patio;Fiscalía Buritica ;BIOLÓGICO 1 - MICROORGANISMOS;III;"Se evidencia almacenamiento inadecuado de los residuos, ya que no se cuenta con bolsas según su clasificación de colores correspondientes para cada tipo de residuo.";"Almacenamiento y disposición final adecuada de cada tipo de residuo, teniendo en cuenta los colores (blanco, verde, negro y rojo).";Gestión Ambiental ;;;;;;;;;;;;;;;
187;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Patio;Fiscalía Buritica ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian cajas, sillas ergonómicas en mal estado y demás, almacenadas inadecuadamente y en desorden.";"Se recomienda realizar orden y aseo en el patio de la sede, ya que se evidencia elementos que no pertenecen al área y otros se encuentran ubicados inadecuadamente.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
188;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Entrada principal y baño.;Fiscalía Buritica ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencian 2 interruptores en mal estado.;"Se recomienda realizar una inspección técnica inmediata a los interruptores eléctricos que presenten fallas o deterioro visible, ya que su mal funcionamiento representa un riesgo potencial.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
189;5/14/2025;3 - NOROCCIDENTAL;Antioquia;Toda la sede;Fiscalía Buritica ;FÍSICO - RUIDO (IMPACTO - INTERMITENTE - CONTINUO);III;"Se evidencia exposición a ruido en la mayoría de la jornada laboral por parte de los vehículos (motos y carros), ya que la sede es muy encerrada y está ubicada en un lugar de calles principales.";"Se recomienda realizar un estudio de medición ambiental en la sede, ya que se evidencia un tipo de ruido intermitente proveniente del tránsito vehicular.";ARL Positiva ;;;;;;;;;;;;;;;
190;5/15/2025;3 - NOROCCIDENTAL;Antioquia;Pared del ingreso;Fiscalía Giraldo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia humedad en la pared.;Se sugiere gestionar con el área de mantenimiento de sedes la reparación en el inmueble (humedad).;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
191;5/15/2025;3 - NOROCCIDENTAL;Antioquia;Acceso a la cocineta;Fiscalía Giraldo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel sin demarcar;Se sugiere demarcar desnivel;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
192;5/15/2025;3 - NOROCCIDENTAL;Antioquia;"1. Puestos de trabajo 
2. Cocineta";Fiscalía Giraldo ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Se evidencia cableado suelto en los puestos de trabajo.

Se evidencia enchufe sin tapa de protección.";"1. Se sugiere canalizar cableado.
2. Se sugiere instalar tapa de protección faltante";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
193;5/15/2025;3 - NOROCCIDENTAL;Antioquia;Cocineta;Fiscalía Giraldo ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencia luminaria con deficiencia de luz;Se sugiere realizar cambio de luminaria;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
194;5/16/2025;3 - NOROCCIDENTAL;Antioquia;En el área de archivo de la Sede.;Fiscalía Ebejico ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se identifica, objeto (marco de bicicleta tipo triciclo),
genera obstrucción y falta de orden.";"Se Sugiere el evacuar y ordenar los elementos no
necesarios del área.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
195;5/16/2025;3 - NOROCCIDENTAL;Antioquia;Oficina unidad seccional;Fiscalía Ebejico ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Se identifica caja de breakers, con señalización
pero sin su respectiva tapa de seguridad.";"Se sugiere la instalación de su respectiva tapa de
seguridad.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
196;5/16/2025;3 - NOROCCIDENTAL;Antioquia;Oficina y área de archivo fiscal seccional 116;Fiscalía Yarumal ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia humedad y hongos en las paredes de la oficina y área de archivo del fiscal seccional 116.;"Se recomienda realizar mantenimiento y revisión de la humedad y hongos en las paredes, ya que es fundamental identificar y corregir la causa que lo genera.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
197;5/16/2025;3 - NOROCCIDENTAL;Antioquia;Oficina fiscal seccional 116;Fiscalía Yarumal ;BIOLÓGICO 1 - FLUIDOS CORPORALES O EXCREMENTOS HUMANOS;III;Se evidencia excrementos de roedores.;"Se recomienda realizar revisión en la sede, ya que es importante manejar la situación con cuidado porque pueden portar enfermedades la apariencia de estos excrementos.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
198;5/16/2025;3 - NOROCCIDENTAL;Antioquia;Punto atención fiscalía - PAF;Fiscalía Yarumal ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de los estantes superando los dos metros de altura.;"Se sugiere almacenar la documentación en lugares que no superen los dos metros de altura, como también utilizar archivadores y estantes disponibles para almacenar las cajas.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
199;5/16/2025;3 - NOROCCIDENTAL;Antioquia;Punto atención fiscalía - PAF;Fiscalía Yarumal ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia grietas en la pared.;"Se recomienda realizar mantenimiento y revisión de las grietas de la pared, ya que las grietas pueden tener diferentes causas: cambios de temperatura, asentamientos del terreno, vibraciones o humedad.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
200;5/16/2025;3 - NOROCCIDENTAL;Antioquia;"Pasillo fiscal seccional 116
Archivo fiscal 4 local
Oficina asistente seccional 100";Fiscalía Yarumal ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian cajas vacías y llenas, CPU de equipo de cómputo y otros elementos almacenados inadecuadamente y en desorden en los pasillos de la sede y encima de los puestos de trabajo de algunas oficinas.";"Se recomienda realizar orden y aseo en las diferentes áreas de la sede, ya que se evidencia elementos que no pertenecen al área y otros se encuentran ubicados inadecuadamente.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
